geo,flow,product,year,value
africa,agriculture_forestry,coal_and_coal_products,1971,178
africa,agriculture_forestry,coal_and_coal_products,1972,166
africa,agriculture_forestry,coal_and_coal_products,1973,217
africa,agriculture_forestry,coal_and_coal_products,1974,230
africa,agriculture_forestry,coal_and_coal_products,1975,268
africa,agriculture_forestry,coal_and_coal_products,1976,282
africa,agriculture_forestry,coal_and_coal_products,1977,260
africa,agriculture_forestry,coal_and_coal_products,1978,210
africa,agriculture_forestry,coal_and_coal_products,1979,217
africa,agriculture_forestry,coal_and_coal_products,1980,246
africa,agriculture_forestry,coal_and_coal_products,1981,166
africa,agriculture_forestry,coal_and_coal_products,1982,188
africa,agriculture_forestry,coal_and_coal_products,1983,192
africa,agriculture_forestry,coal_and_coal_products,1984,181
africa,agriculture_forestry,coal_and_coal_products,1985,227
africa,agriculture_forestry,coal_and_coal_products,1986,233
africa,agriculture_forestry,coal_and_coal_products,1987,215
africa,agriculture_forestry,coal_and_coal_products,1988,234
africa,agriculture_forestry,coal_and_coal_products,1989,199
africa,agriculture_forestry,coal_and_coal_products,1990,254
africa,agriculture_forestry,coal_and_coal_products,1991,276
africa,agriculture_forestry,coal_and_coal_products,1992,345
africa,agriculture_forestry,coal_and_coal_products,1993,344
africa,agriculture_forestry,coal_and_coal_products,1994,448
africa,agriculture_forestry,coal_and_coal_products,1995,446
africa,agriculture_forestry,coal_and_coal_products,1996,509
africa,agriculture_forestry,coal_and_coal_products,1997,471
africa,agriculture_forestry,coal_and_coal_products,1998,442
africa,agriculture_forestry,coal_and_coal_products,1999,427
africa,agriculture_forestry,coal_and_coal_products,2000,444
africa,agriculture_forestry,coal_and_coal_products,2001,327
africa,agriculture_forestry,coal_and_coal_products,2002,275
africa,agriculture_forestry,coal_and_coal_products,2003,309
africa,agriculture_forestry,coal_and_coal_products,2004,184
africa,agriculture_forestry,coal_and_coal_products,2005,145
africa,agriculture_forestry,coal_and_coal_products,2006,328
africa,agriculture_forestry,coal_and_coal_products,2007,396
africa,agriculture_forestry,coal_and_coal_products,2008,369
africa,agriculture_forestry,coal_and_coal_products,2009,443
africa,agriculture_forestry,coal_and_coal_products,2010,297
africa,agriculture_forestry,coal_and_coal_products,2011,316
africa,agriculture_forestry,coal_and_coal_products,2012,444
africa,agriculture_forestry,coal_and_coal_products,2013,400
africa,agriculture_forestry,coal_and_coal_products,2014,410
africa,agriculture_forestry,coal_and_coal_products,2015,360
africa,agriculture_forestry,coal_and_coal_products,2016,319
africa,agriculture_forestry,coal_and_coal_products,2017,528
africa,autoproducer_chp_plants,coal_and_coal_products,1971,0
africa,autoproducer_chp_plants,coal_and_coal_products,1972,0
africa,autoproducer_chp_plants,coal_and_coal_products,1973,0
africa,autoproducer_chp_plants,coal_and_coal_products,1974,0
africa,autoproducer_chp_plants,coal_and_coal_products,1975,0
africa,autoproducer_chp_plants,coal_and_coal_products,1976,0
africa,autoproducer_chp_plants,coal_and_coal_products,1977,0
africa,autoproducer_chp_plants,coal_and_coal_products,1978,0
africa,autoproducer_chp_plants,coal_and_coal_products,1979,0
africa,autoproducer_chp_plants,coal_and_coal_products,1980,0
africa,autoproducer_chp_plants,coal_and_coal_products,1981,0
africa,autoproducer_chp_plants,coal_and_coal_products,1982,0
